ref	rel	RELATION
707502	707501	IGNORE_STEREO
707519	707520	IGNORE_STEREO
707520	707519	IGNORE_STEREO
707482	707484	IGNORE_STEREO
707484	707482	IGNORE_STEREO
708214	708215	IGNORE_STEREO
708215	708214	IGNORE_STEREO
707531	707530	IGNORE_STEREO
707530	707531	IGNORE_STEREO
707533	707532	IGNORE_STEREO
707532	707533	IGNORE_STEREO
709593	776669	IGNORE_STEREO
709593	2593392	IGNORE_STEREO
776669	709593	IGNORE_STEREO
776669	2593392	IGNORE_STEREO
2593392	709593	IGNORE_STEREO
2593392	776669	IGNORE_STEREO
709859	709860	IGNORE_STEREO
709860	709859	IGNORE_STEREO
709119	735162	IGNORE_STEREO
735162	709119	IGNORE_STEREO
709887	709890	IGNORE_STEREO
709890	709887	IGNORE_STEREO
710055	710056	IGNORE_STEREO
710056	710055	IGNORE_STEREO
710059	710060	IGNORE_STEREO
710060	710059	IGNORE_STEREO
710062	710061	IGNORE_STEREO
710061	710062	IGNORE_STEREO
710063	710064	IGNORE_STEREO
710064	710063	IGNORE_STEREO
710172	710169	IGNORE_STEREO
710169	710172	IGNORE_STEREO
709411	709410	IGNORE_STEREO
709410	709411	IGNORE_STEREO
710627	350624	IGNORE_STEREO
350624	710627	IGNORE_STEREO
717222	717223	IGNORE_STEREO
717223	717222	IGNORE_STEREO
712366	712364	IGNORE_STEREO
712364	712366	IGNORE_STEREO
712803	2593382	IGNORE_STEREO
712803	609065	IGNORE_STEREO
2593382	712803	IGNORE_STEREO
2593382	609065	IGNORE_STEREO
609065	712803	IGNORE_STEREO
609065	2593382	IGNORE_STEREO
711655	711654	IGNORE_STEREO
711654	711655	IGNORE_STEREO
711673	735164	IGNORE_STEREO
735164	711673	IGNORE_STEREO
710453	710455	IGNORE_STEREO
710455	710453	IGNORE_STEREO
710456	710454	IGNORE_STEREO
710454	710456	IGNORE_STEREO
710691	710692	IGNORE_STEREO
710692	710691	IGNORE_STEREO
710695	710696	IGNORE_STEREO
710696	710695	IGNORE_STEREO
710676	710675	IGNORE_STEREO
710675	710676	IGNORE_STEREO
710694	710693	IGNORE_STEREO
710693	710694	IGNORE_STEREO
710705	710704	IGNORE_STEREO
710704	710705	IGNORE_STEREO
717186	754774	IGNORE_STEREO
717186	754776	IGNORE_STEREO
754774	717186	IGNORE_STEREO
754774	754776	IGNORE_STEREO
754776	717186	IGNORE_STEREO
754776	754774	IGNORE_STEREO
711973	634252	IGNORE_STEREO
634252	711973	IGNORE_STEREO
227867	1188	IGNORE_STEREO
1188	227867	IGNORE_STEREO
720819	730939	IGNORE_STEREO
730939	720819	IGNORE_STEREO
720829	720831	IGNORE_STEREO
720831	720829	IGNORE_STEREO
712695	712697	IGNORE_STEREO
712697	712695	IGNORE_STEREO
712807	759853	IGNORE_STEREO
759853	712807	IGNORE_STEREO
2752	277451	IGNORE_STEREO
2752	25940	IGNORE_STEREO
277451	2752	IGNORE_STEREO
277451	760395	IGNORE_STEREO
760395	277451	IGNORE_STEREO
760395	25940	IGNORE_STEREO
25940	2752	IGNORE_STEREO
25940	760395	IGNORE_STEREO
717349	717350	IGNORE_STEREO
717350	717349	IGNORE_STEREO
712299	712300	IGNORE_STEREO
712300	712299	IGNORE_STEREO
717372	717374	IGNORE_STEREO
717374	717372	IGNORE_STEREO
712571	759817	IGNORE_STEREO
712571	2560509	IGNORE_STEREO
712571	778385	IGNORE_STEREO
759817	712571	IGNORE_STEREO
2560509	712571	IGNORE_STEREO
778385	712571	IGNORE_STEREO
712579	710365	IGNORE_STEREO
710365	712579	IGNORE_STEREO
59052	35286	IGNORE_STEREO
35286	59052	IGNORE_STEREO
721782	77678	IGNORE_STEREO
721782	721300	IGNORE_STEREO
77678	721782	IGNORE_STEREO
721300	721782	IGNORE_STEREO
712906	712905	IGNORE_STEREO
712905	712906	IGNORE_STEREO
653741	273275	IGNORE_STEREO
273275	653741	IGNORE_STEREO
722069	722071	IGNORE_STEREO
722071	722069	IGNORE_STEREO
722070	721050	IGNORE_STEREO
721050	722070	IGNORE_STEREO
347701	47111	IGNORE_STEREO
47111	347701	IGNORE_STEREO
722002	722005	IGNORE_STEREO
722005	722002	IGNORE_STEREO
344761	321083	IGNORE_STEREO
321083	344761	IGNORE_STEREO
343649	715248	IGNORE_STEREO
343649	715249	IGNORE_STEREO
715248	343649	IGNORE_STEREO
715248	324368	IGNORE_STEREO
715248	715249	IGNORE_STEREO
324368	715248	IGNORE_STEREO
324368	715249	IGNORE_STEREO
715249	343649	IGNORE_STEREO
715249	715248	IGNORE_STEREO
715249	324368	IGNORE_STEREO
722280	745633	IGNORE_STEREO
745633	722280	IGNORE_STEREO
721015	716239	IGNORE_STEREO
721015	716241	IGNORE_STEREO
716239	721015	IGNORE_STEREO
716239	716241	IGNORE_STEREO
716241	721015	IGNORE_STEREO
716241	716239	IGNORE_STEREO
239045	2563638	IGNORE_STEREO
2563638	239045	IGNORE_STEREO
673164	673162	IGNORE_STEREO
673162	673164	IGNORE_STEREO
720893	733507	IGNORE_STEREO
733507	720893	IGNORE_STEREO
721443	721444	IGNORE_STEREO
721444	721443	IGNORE_STEREO
721424	721425	IGNORE_STEREO
721425	721424	IGNORE_STEREO
721360	720841	IGNORE_STEREO
720841	721360	IGNORE_STEREO
84621	56354	IGNORE_STEREO
56354	84621	IGNORE_STEREO
718116	718117	IGNORE_STEREO
718117	718116	IGNORE_STEREO
718121	718122	IGNORE_STEREO
718122	718121	IGNORE_STEREO
225761	23994	IGNORE_STEREO
23994	225761	IGNORE_STEREO
196075	756675	IGNORE_STEREO
756675	196075	IGNORE_STEREO
309074	309076	IGNORE_STEREO
309076	309074	IGNORE_STEREO
236182	2581800	IGNORE_STEREO
2581800	236182	IGNORE_STEREO
332195	758953	IGNORE_STEREO
758953	332195	IGNORE_STEREO
195462	17555	IGNORE_STEREO
17555	195462	IGNORE_STEREO
742712	742735	IGNORE_STEREO
742735	742712	IGNORE_STEREO
718345	735075	IGNORE_STEREO
718345	735076	IGNORE_STEREO
718345	735074	IGNORE_STEREO
735075	718345	IGNORE_STEREO
735075	735076	IGNORE_STEREO
735075	735074	IGNORE_STEREO
735076	718345	IGNORE_STEREO
735076	735075	IGNORE_STEREO
735076	735074	IGNORE_STEREO
735074	718345	IGNORE_STEREO
735074	735075	IGNORE_STEREO
735074	735076	IGNORE_STEREO
719160	719161	IGNORE_STEREO
719161	719160	IGNORE_STEREO
720786	720789	IGNORE_STEREO
720786	720790	IGNORE_STEREO
720789	720786	IGNORE_STEREO
720790	720786	IGNORE_STEREO
720788	721620	IGNORE_STEREO
721620	720788	IGNORE_STEREO
720780	699013	IGNORE_STEREO
699013	720780	IGNORE_STEREO
720782	720785	IGNORE_STEREO
720785	720782	IGNORE_STEREO
720939	115921	IGNORE_STEREO
115921	720939	IGNORE_STEREO
743886	759718	IGNORE_STEREO
759718	743886	IGNORE_STEREO
745244	742357	IGNORE_STEREO
742357	745244	IGNORE_STEREO
721382	2502245	IGNORE_STEREO
2502245	721382	IGNORE_STEREO
722642	722633	IGNORE_STEREO
722633	722642	IGNORE_STEREO
722663	757133	IGNORE_STEREO
757133	722663	IGNORE_STEREO
720873	763334	IGNORE_STEREO
763334	720873	IGNORE_STEREO
722299	722298	IGNORE_STEREO
722298	722299	IGNORE_STEREO
235336	169318	IGNORE_STEREO
169318	235336	IGNORE_STEREO
169318	82387	IGNORE_STEREO
82387	169318	IGNORE_STEREO
721378	721379	IGNORE_STEREO
721379	721378	IGNORE_STEREO
614628	2509053	IGNORE_STEREO
2509053	614628	IGNORE_STEREO
725005	725006	IGNORE_STEREO
725006	725005	IGNORE_STEREO
721621	721622	IGNORE_STEREO
721622	721621	IGNORE_STEREO
293657	758241	IGNORE_STEREO
758241	293657	IGNORE_STEREO
18171	81400	IGNORE_STEREO
81400	18171	IGNORE_STEREO
18291	60797	IGNORE_STEREO
73108	60797	IGNORE_STEREO
60797	18291	IGNORE_STEREO
60797	73108	IGNORE_STEREO
636436	131008	IGNORE_STEREO
636436	131006	IGNORE_STEREO
131008	636436	IGNORE_STEREO
131006	636436	IGNORE_STEREO
683364	683363	IGNORE_STEREO
683363	683364	IGNORE_STEREO
713800	713801	IGNORE_STEREO
713801	713800	IGNORE_STEREO
697061	697056	IGNORE_STEREO
697056	697061	IGNORE_STEREO
627955	776949	IGNORE_STEREO
627955	776950	IGNORE_STEREO
776949	627955	IGNORE_STEREO
776949	776950	IGNORE_STEREO
776950	627955	IGNORE_STEREO
776950	776949	IGNORE_STEREO
708485	706047	IGNORE_STEREO
706047	708485	IGNORE_STEREO
613675	756672	IGNORE_STEREO
756672	613675	IGNORE_STEREO
45897	171560	IGNORE_STEREO
171560	45897	IGNORE_STEREO
74797	2491	IGNORE_STEREO
2491	74797	IGNORE_STEREO
74124	74125	IGNORE_STEREO
74125	74124	IGNORE_STEREO
74140	74141	IGNORE_STEREO
74141	74140	IGNORE_STEREO
74165	74166	IGNORE_STEREO
74166	74165	IGNORE_STEREO
716054	723023	IGNORE_STEREO
723023	716054	IGNORE_STEREO
61423	77378	IGNORE_STEREO
77378	61423	IGNORE_STEREO
53705	21296	IGNORE_STEREO
53705	2201	IGNORE_STEREO
21296	53705	IGNORE_STEREO
21296	2201	IGNORE_STEREO
2201	53705	IGNORE_STEREO
2201	21296	IGNORE_STEREO
715329	715328	IGNORE_STEREO
715328	715329	IGNORE_STEREO
714072	718751	IGNORE_STEREO
718751	714072	IGNORE_STEREO
715090	715088	IGNORE_STEREO
715088	715090	IGNORE_STEREO
743709	742682	IGNORE_STEREO
743709	743817	IGNORE_STEREO
742682	743709	IGNORE_STEREO
742682	743817	IGNORE_STEREO
743817	743709	IGNORE_STEREO
743817	742682	IGNORE_STEREO
708375	716544	IGNORE_STEREO
716544	708375	IGNORE_STEREO
713767	713768	IGNORE_STEREO
713768	713767	IGNORE_STEREO
713156	713160	IGNORE_STEREO
713160	713156	IGNORE_STEREO
715147	715150	IGNORE_STEREO
715150	715147	IGNORE_STEREO
715148	715149	IGNORE_STEREO
715149	715148	IGNORE_STEREO
713998	719765	IGNORE_STEREO
719765	713998	IGNORE_STEREO
715641	715642	IGNORE_STEREO
715642	715641	IGNORE_STEREO
713797	734918	IGNORE_STEREO
734918	713797	IGNORE_STEREO
76307	772796	IGNORE_STEREO
772796	76307	IGNORE_STEREO
744042	745895	IGNORE_STEREO
745895	744042	IGNORE_STEREO
742831	741108	IGNORE_STEREO
742831	746892	IGNORE_STEREO
742831	755573	IGNORE_STEREO
742831	746893	IGNORE_STEREO
741108	742831	IGNORE_STEREO
741108	746892	IGNORE_STEREO
741108	755573	IGNORE_STEREO
741108	746893	IGNORE_STEREO
746892	742831	IGNORE_STEREO
746892	741108	IGNORE_STEREO
746892	755573	IGNORE_STEREO
746892	746893	IGNORE_STEREO
755573	742831	IGNORE_STEREO
755573	741108	IGNORE_STEREO
755573	746892	IGNORE_STEREO
755573	746893	IGNORE_STEREO
746893	742831	IGNORE_STEREO
746893	741108	IGNORE_STEREO
746893	746892	IGNORE_STEREO
746893	755573	IGNORE_STEREO
743731	745863	IGNORE_STEREO
745863	743731	IGNORE_STEREO
743732	745865	IGNORE_STEREO
745865	743732	IGNORE_STEREO
716733	758021	IGNORE_STEREO
758021	716733	IGNORE_STEREO
23195	34026	IGNORE_STEREO
34026	23195	IGNORE_STEREO
203509	38462	IGNORE_STEREO
38462	203509	IGNORE_STEREO
123546	747431	IGNORE_STEREO
747431	123546	IGNORE_STEREO
716441	716440	IGNORE_STEREO
716440	716441	IGNORE_STEREO
716812	718504	IGNORE_STEREO
718504	716812	IGNORE_STEREO
716777	716917	IGNORE_STEREO
716917	716777	IGNORE_STEREO
716779	715077	IGNORE_STEREO
715077	716779	IGNORE_STEREO
716786	720133	IGNORE_STEREO
720133	716786	IGNORE_STEREO
716788	694330	IGNORE_STEREO
694330	716788	IGNORE_STEREO
715771	728046	IGNORE_STEREO
728046	715771	IGNORE_STEREO
671723	671722	IGNORE_STEREO
671722	671723	IGNORE_STEREO
743768	745864	IGNORE_STEREO
745864	743768	IGNORE_STEREO
713080	713079	IGNORE_STEREO
713079	713080	IGNORE_STEREO
713081	713082	IGNORE_STEREO
713082	713081	IGNORE_STEREO
716031	716032	IGNORE_STEREO
716032	716031	IGNORE_STEREO
351657	351655	IGNORE_STEREO
351655	351657	IGNORE_STEREO
716790	716792	IGNORE_STEREO
716790	716793	IGNORE_STEREO
716790	705140	IGNORE_STEREO
716790	716791	IGNORE_STEREO
716792	716790	IGNORE_STEREO
716792	716793	IGNORE_STEREO
716792	705140	IGNORE_STEREO
716792	716791	IGNORE_STEREO
716793	716790	IGNORE_STEREO
716793	716792	IGNORE_STEREO
716793	705140	IGNORE_STEREO
716793	716791	IGNORE_STEREO
705140	716790	IGNORE_STEREO
705140	716792	IGNORE_STEREO
705140	716793	IGNORE_STEREO
705140	716791	IGNORE_STEREO
716791	716790	IGNORE_STEREO
716791	716792	IGNORE_STEREO
716791	716793	IGNORE_STEREO
716791	705140	IGNORE_STEREO
56744	56741	IGNORE_STEREO
56741	56744	IGNORE_STEREO
24006	24010	IGNORE_STEREO
24010	24006	IGNORE_STEREO
733299	692285	IGNORE_STEREO
692285	733299	IGNORE_STEREO
8098	760381	IGNORE_STEREO
760381	8098	IGNORE_STEREO
750982	2560484	IGNORE_STEREO
2560484	750982	IGNORE_STEREO
88867	17487	IGNORE_STEREO
17487	88867	IGNORE_STEREO
59873	58791	IGNORE_STEREO
58791	59873	IGNORE_STEREO
90791	760136	IGNORE_STEREO
760136	90791	IGNORE_STEREO
96762	45649	IGNORE_STEREO
45649	96762	IGNORE_STEREO
113497	629599	IGNORE_STEREO
629599	113497	IGNORE_STEREO
66233	88536	IGNORE_STEREO
88536	66233	IGNORE_STEREO
66245	751970	IGNORE_STEREO
751970	66245	IGNORE_STEREO
75150	2568979	IGNORE_STEREO
2568979	75150	IGNORE_STEREO
713157	713158	IGNORE_STEREO
713157	713155	IGNORE_STEREO
713158	713157	IGNORE_STEREO
713158	713155	IGNORE_STEREO
713155	713157	IGNORE_STEREO
713155	713158	IGNORE_STEREO
44115	73861	IGNORE_STEREO
73861	44115	IGNORE_STEREO
82116	619660	IGNORE_STEREO
619660	82116	IGNORE_STEREO
83802	265216	IGNORE_STEREO
144735	265216	IGNORE_STEREO
265216	83802	IGNORE_STEREO
265216	144735	IGNORE_STEREO
86470	88519	IGNORE_STEREO
88519	86470	IGNORE_STEREO
87199	87198	IGNORE_STEREO
87198	87199	IGNORE_STEREO
180514	757352	IGNORE_STEREO
757352	180514	IGNORE_STEREO
245856	74491	IGNORE_STEREO
74491	245856	IGNORE_STEREO
332172	768464	IGNORE_STEREO
768464	332172	IGNORE_STEREO
337784	337785	IGNORE_STEREO
337785	337784	IGNORE_STEREO
358778	756993	IGNORE_STEREO
756993	358778	IGNORE_STEREO
366880	366879	IGNORE_STEREO
366879	366880	IGNORE_STEREO
201916	615685	IGNORE_STEREO
615685	201916	IGNORE_STEREO
255418	628055	IGNORE_STEREO
102004	628055	IGNORE_STEREO
628055	255418	IGNORE_STEREO
628055	102004	IGNORE_STEREO
266124	294945	IGNORE_STEREO
294945	266124	IGNORE_STEREO
127228	693926	IGNORE_STEREO
693926	127228	IGNORE_STEREO
217333	179179	IGNORE_STEREO
179179	217333	IGNORE_STEREO
290535	626671	IGNORE_STEREO
626671	290535	IGNORE_STEREO
172958	332029	IGNORE_STEREO
172958	332028	IGNORE_STEREO
332029	172958	IGNORE_STEREO
332028	172958	IGNORE_STEREO
224092	224094	IGNORE_STEREO
224094	224092	IGNORE_STEREO
224331	2579982	IGNORE_STEREO
2579982	224331	IGNORE_STEREO
2579982	139885	IGNORE_STEREO
139885	2579982	IGNORE_STEREO
295427	659936	IGNORE_STEREO
659936	295427	IGNORE_STEREO
231875	731915	IGNORE_STEREO
731915	231875	IGNORE_STEREO
298872	299205	IGNORE_STEREO
299205	298872	IGNORE_STEREO
304885	161364	IGNORE_STEREO
161364	304885	IGNORE_STEREO
643732	758625	IGNORE_STEREO
758625	643732	IGNORE_STEREO
607295	217313	IGNORE_STEREO
607295	256432	IGNORE_STEREO
217313	607295	IGNORE_STEREO
256432	607295	IGNORE_STEREO
724545	735161	IGNORE_STEREO
735161	724545	IGNORE_STEREO
723851	723850	IGNORE_STEREO
723850	723851	IGNORE_STEREO
723849	725936	IGNORE_STEREO
725936	723849	IGNORE_STEREO
725925	725939	IGNORE_STEREO
725939	725925	IGNORE_STEREO
725921	726075	IGNORE_STEREO
726075	725921	IGNORE_STEREO
726741	726074	IGNORE_STEREO
726074	726741	IGNORE_STEREO
725938	725924	IGNORE_STEREO
725924	725938	IGNORE_STEREO
725940	725928	IGNORE_STEREO
725928	725940	IGNORE_STEREO
725946	726061	IGNORE_STEREO
726061	725946	IGNORE_STEREO
723069	759024	IGNORE_STEREO
759024	723069	IGNORE_STEREO
723326	723327	IGNORE_STEREO
723327	723326	IGNORE_STEREO
723329	723331	IGNORE_STEREO
723331	723329	IGNORE_STEREO
723330	723332	IGNORE_STEREO
723332	723330	IGNORE_STEREO
734821	735071	IGNORE_STEREO
735071	734821	IGNORE_STEREO
643733	758704	IGNORE_STEREO
643733	2508249	IGNORE_STEREO
758704	643733	IGNORE_STEREO
2508249	643733	IGNORE_STEREO
722862	722863	IGNORE_STEREO
722863	722862	IGNORE_STEREO
727777	732434	IGNORE_STEREO
732434	727777	IGNORE_STEREO
727781	727012	IGNORE_STEREO
727781	727779	IGNORE_STEREO
727781	727778	IGNORE_STEREO
727781	727780	IGNORE_STEREO
727012	727781	IGNORE_STEREO
727012	727779	IGNORE_STEREO
727012	727780	IGNORE_STEREO
727779	727781	IGNORE_STEREO
727779	727012	IGNORE_STEREO
727779	727778	IGNORE_STEREO
727779	727780	IGNORE_STEREO
727778	727781	IGNORE_STEREO
727778	727779	IGNORE_STEREO
727778	727780	IGNORE_STEREO
727780	727781	IGNORE_STEREO
727780	727012	IGNORE_STEREO
727780	727779	IGNORE_STEREO
727780	727778	IGNORE_STEREO
728812	728811	IGNORE_STEREO
728812	728810	IGNORE_STEREO
728812	728813	IGNORE_STEREO
728811	728812	IGNORE_STEREO
728811	728810	IGNORE_STEREO
728811	728813	IGNORE_STEREO
728810	728812	IGNORE_STEREO
728810	728811	IGNORE_STEREO
728810	728813	IGNORE_STEREO
728813	728812	IGNORE_STEREO
728813	728811	IGNORE_STEREO
728813	728810	IGNORE_STEREO
726135	726137	IGNORE_STEREO
726137	726135	IGNORE_STEREO
726136	726138	IGNORE_STEREO
726138	726136	IGNORE_STEREO
726139	726140	IGNORE_STEREO
726140	726139	IGNORE_STEREO
727914	727918	IGNORE_STEREO
727914	726181	IGNORE_STEREO
727918	727914	IGNORE_STEREO
727918	726181	IGNORE_STEREO
726181	727914	IGNORE_STEREO
726181	727918	IGNORE_STEREO
729212	729211	IGNORE_STEREO
729211	729212	IGNORE_STEREO
728314	735927	IGNORE_STEREO
728314	746883	IGNORE_STEREO
728314	748143	IGNORE_STEREO
735927	728314	IGNORE_STEREO
735927	746883	IGNORE_STEREO
735927	748143	IGNORE_STEREO
735927	735928	IGNORE_STEREO
746883	728314	IGNORE_STEREO
746883	735927	IGNORE_STEREO
746883	748143	IGNORE_STEREO
746883	735928	IGNORE_STEREO
748143	728314	IGNORE_STEREO
748143	735927	IGNORE_STEREO
748143	746883	IGNORE_STEREO
748143	735928	IGNORE_STEREO
735928	735927	IGNORE_STEREO
735928	746883	IGNORE_STEREO
735928	748143	IGNORE_STEREO
729810	729808	IGNORE_STEREO
729808	729810	IGNORE_STEREO
727153	734697	IGNORE_STEREO
734697	727153	IGNORE_STEREO
727154	734698	IGNORE_STEREO
734698	727154	IGNORE_STEREO
727157	734701	IGNORE_STEREO
734701	727157	IGNORE_STEREO
727158	734702	IGNORE_STEREO
734702	727158	IGNORE_STEREO
726757	726740	IGNORE_STEREO
726740	726757	IGNORE_STEREO
727253	723334	IGNORE_STEREO
723334	727253	IGNORE_STEREO
727258	727259	IGNORE_STEREO
727259	727258	IGNORE_STEREO
726764	730436	IGNORE_STEREO
730436	726764	IGNORE_STEREO
726515	726516	IGNORE_STEREO
726516	726515	IGNORE_STEREO
724433	724449	IGNORE_STEREO
724449	724433	IGNORE_STEREO
725290	725289	IGNORE_STEREO
725289	725290	IGNORE_STEREO
725299	725316	IGNORE_STEREO
725299	725298	IGNORE_STEREO
725316	725299	IGNORE_STEREO
725316	725298	IGNORE_STEREO
725298	725299	IGNORE_STEREO
725298	725316	IGNORE_STEREO
725300	725301	IGNORE_STEREO
725301	725300	IGNORE_STEREO
726710	726709	IGNORE_STEREO
726709	726710	IGNORE_STEREO
724639	729049	IGNORE_STEREO
724639	722545	IGNORE_STEREO
729049	724639	IGNORE_STEREO
729049	722545	IGNORE_STEREO
722545	724639	IGNORE_STEREO
722545	729049	IGNORE_STEREO
727071	758709	IGNORE_STEREO
727071	755604	IGNORE_STEREO
758178	758709	IGNORE_STEREO
758178	755604	IGNORE_STEREO
758709	727071	IGNORE_STEREO
758709	758178	IGNORE_STEREO
755604	727071	IGNORE_STEREO
755604	758178	IGNORE_STEREO
727701	727700	IGNORE_STEREO
727700	727701	IGNORE_STEREO
727704	773617	IGNORE_STEREO
773617	727704	IGNORE_STEREO
727718	727719	IGNORE_STEREO
727719	727718	IGNORE_STEREO
727722	732310	IGNORE_STEREO
727722	732311	IGNORE_STEREO
732310	727722	IGNORE_STEREO
732310	732311	IGNORE_STEREO
732311	727722	IGNORE_STEREO
732311	732310	IGNORE_STEREO
729617	729619	IGNORE_STEREO
729617	729618	IGNORE_STEREO
729619	729617	IGNORE_STEREO
729619	729618	IGNORE_STEREO
729618	729617	IGNORE_STEREO
729618	729619	IGNORE_STEREO
729620	729623	IGNORE_STEREO
729620	729621	IGNORE_STEREO
729620	729624	IGNORE_STEREO
729620	729622	IGNORE_STEREO
729623	729620	IGNORE_STEREO
729623	729621	IGNORE_STEREO
729623	729624	IGNORE_STEREO
729623	729622	IGNORE_STEREO
729621	729620	IGNORE_STEREO
729621	729623	IGNORE_STEREO
729621	729624	IGNORE_STEREO
729621	729622	IGNORE_STEREO
729624	729620	IGNORE_STEREO
729624	729623	IGNORE_STEREO
729624	729621	IGNORE_STEREO
729624	729622	IGNORE_STEREO
729622	729620	IGNORE_STEREO
729622	729623	IGNORE_STEREO
729622	729621	IGNORE_STEREO
729622	729624	IGNORE_STEREO
729625	729628	IGNORE_STEREO
729625	729627	IGNORE_STEREO
729625	729629	IGNORE_STEREO
729625	729626	IGNORE_STEREO
729628	729625	IGNORE_STEREO
729628	729627	IGNORE_STEREO
729628	729629	IGNORE_STEREO
729628	729626	IGNORE_STEREO
729627	729625	IGNORE_STEREO
729627	729628	IGNORE_STEREO
729627	729629	IGNORE_STEREO
729627	729626	IGNORE_STEREO
729629	729625	IGNORE_STEREO
729629	729628	IGNORE_STEREO
729629	729627	IGNORE_STEREO
729629	729626	IGNORE_STEREO
729626	729625	IGNORE_STEREO
729626	729628	IGNORE_STEREO
729626	729627	IGNORE_STEREO
729626	729629	IGNORE_STEREO
731086	731087	IGNORE_STEREO
731087	731086	IGNORE_STEREO
733493	731316	IGNORE_STEREO
731316	733493	IGNORE_STEREO
733494	731317	IGNORE_STEREO
731317	733494	IGNORE_STEREO
733499	733500	IGNORE_STEREO
733500	733499	IGNORE_STEREO
731327	732437	IGNORE_STEREO
732437	731327	IGNORE_STEREO
731328	732438	IGNORE_STEREO
732438	731328	IGNORE_STEREO
731318	733495	IGNORE_STEREO
733495	731318	IGNORE_STEREO
731329	732439	IGNORE_STEREO
732439	731329	IGNORE_STEREO
731346	154405	IGNORE_STEREO
154405	731346	IGNORE_STEREO
731918	2594074	IGNORE_STEREO
2594074	731918	IGNORE_STEREO
731921	2594136	IGNORE_STEREO
2594136	731921	IGNORE_STEREO
731798	731767	IGNORE_STEREO
731767	731798	IGNORE_STEREO
730447	730448	IGNORE_STEREO
730448	730447	IGNORE_STEREO
731438	736012	IGNORE_STEREO
731438	736013	IGNORE_STEREO
736012	731438	IGNORE_STEREO
736012	736013	IGNORE_STEREO
736013	731438	IGNORE_STEREO
736013	736012	IGNORE_STEREO
728700	766118	IGNORE_STEREO
766118	728700	IGNORE_STEREO
730725	730726	IGNORE_STEREO
730725	730724	IGNORE_STEREO
730726	730725	IGNORE_STEREO
730726	730724	IGNORE_STEREO
730724	730725	IGNORE_STEREO
730724	730726	IGNORE_STEREO
730730	730727	IGNORE_STEREO
730730	730729	IGNORE_STEREO
730727	730730	IGNORE_STEREO
730727	730729	IGNORE_STEREO
730729	730730	IGNORE_STEREO
730729	730727	IGNORE_STEREO
730868	730867	IGNORE_STEREO
730867	730868	IGNORE_STEREO
731433	731434	IGNORE_STEREO
731434	731433	IGNORE_STEREO
729382	729383	IGNORE_STEREO
729382	729381	IGNORE_STEREO
729383	729382	IGNORE_STEREO
729383	729381	IGNORE_STEREO
729381	729382	IGNORE_STEREO
729381	729383	IGNORE_STEREO
730940	38876	IGNORE_STEREO
38876	730940	IGNORE_STEREO
728928	732236	IGNORE_STEREO
732236	728928	IGNORE_STEREO
728955	728956	IGNORE_STEREO
728956	728955	IGNORE_STEREO
728957	728958	IGNORE_STEREO
728958	728957	IGNORE_STEREO
728967	728968	IGNORE_STEREO
728968	728967	IGNORE_STEREO
728974	729261	IGNORE_STEREO
729261	728974	IGNORE_STEREO
742113	760798	IGNORE_STEREO
760798	742113	IGNORE_STEREO
745749	765866	IGNORE_STEREO
765866	745749	IGNORE_STEREO
741220	741222	IGNORE_STEREO
741222	741220	IGNORE_STEREO
741221	741216	IGNORE_STEREO
741216	741221	IGNORE_STEREO
742329	736014	IGNORE_STEREO
736014	742329	IGNORE_STEREO
742331	742330	IGNORE_STEREO
742330	742331	IGNORE_STEREO
745333	746396	IGNORE_STEREO
746396	745333	IGNORE_STEREO
732309	732516	IGNORE_STEREO
732516	732309	IGNORE_STEREO
734322	734323	IGNORE_STEREO
734323	734322	IGNORE_STEREO
734324	775899	IGNORE_STEREO
775899	734324	IGNORE_STEREO
734890	775450	IGNORE_STEREO
775450	734890	IGNORE_STEREO
734900	622558	IGNORE_STEREO
734900	758881	IGNORE_STEREO
622558	734900	IGNORE_STEREO
622558	758881	IGNORE_STEREO
758881	734900	IGNORE_STEREO
758881	622558	IGNORE_STEREO
734912	734913	IGNORE_STEREO
734913	734912	IGNORE_STEREO
734914	732955	IGNORE_STEREO
732955	734914	IGNORE_STEREO
735472	735473	IGNORE_STEREO
735473	735472	IGNORE_STEREO
737329	2594081	IGNORE_STEREO
2594081	737329	IGNORE_STEREO
737771	737649	IGNORE_STEREO
737649	737771	IGNORE_STEREO
740175	740174	IGNORE_STEREO
740174	740175	IGNORE_STEREO
740785	751158	IGNORE_STEREO
751158	740785	IGNORE_STEREO
741232	749226	IGNORE_STEREO
749226	741232	IGNORE_STEREO
742355	771631	IGNORE_STEREO
742355	771636	IGNORE_STEREO
771631	742355	IGNORE_STEREO
771631	771636	IGNORE_STEREO
771636	742355	IGNORE_STEREO
771636	771631	IGNORE_STEREO
740477	759880	IGNORE_STEREO
759880	740477	IGNORE_STEREO
740602	740606	IGNORE_STEREO
740606	740602	IGNORE_STEREO
741109	741304	IGNORE_STEREO
741109	741303	IGNORE_STEREO
741304	741109	IGNORE_STEREO
741304	741303	IGNORE_STEREO
741303	741109	IGNORE_STEREO
741303	741304	IGNORE_STEREO
741442	767497	IGNORE_STEREO
741442	767498	IGNORE_STEREO
767497	741442	IGNORE_STEREO
767497	767498	IGNORE_STEREO
767498	741442	IGNORE_STEREO
767498	767497	IGNORE_STEREO
741441	2594020	IGNORE_STEREO
2594020	741441	IGNORE_STEREO
745099	358882	IGNORE_STEREO
